Time;Leakrate;PS-He2;PS-V1;PS-V2;PS-V3;EV-He1;EV-He2;
[s];[1.0E-09];[Bar];[mBar];[mBar];[mBar];-;-;
70.0;1.120066;15.321;0.010;0.001;0.001;0;0;
70.2;1.120631;15.321;0.009;0.001;0.001;0;0;
70.4;1.121941;15.321;0.009;0.001;0.001;0;0;
70.6;1.123275;15.323;0.009;0.001;0.001;0;0;
70.8;1.123768;15.323;0.009;0.001;0.001;0;0;
71.0;1.123504;15.321;0.009;0.001;0.001;0;0;
71.2;1.122336;15.317;0.009;0.001;0.001;0;0;
71.4;1.121298;15.321;0.009;0.001;0.001;0;0;
71.6;1.120887;15.321;0.009;0.001;0.001;0;0;
71.8;1.122006;15.321;0.009;0.001;0.001;0;0;
72.0;1.123517;15.321;0.009;0.001;0.001;0;0;
72.2;1.123961;15.321;0.009;0.001;0.001;0;0;
72.4;1.124219;15.317;0.009;0.001;0.001;0;0;
72.6;1.124019;15.321;0.009;0.001;0.001;0;0;
72.8;1.124035;15.321;0.009;0.001;0.001;0;0;
73.0;1.125257;15.323;0.009;0.001;0.001;0;0;
73.2;1.12874;15.321;0.009;0.001;0.001;0;0;
73.4;1.129582;15.317;0.009;0.001;0.001;0;0;
73.6;1.129558;15.321;0.009;0.001;0.001;0;0;
73.8;1.129755;15.321;0.009;0.001;0.001;0;0;
74.0;1.129924;15.321;0.009;0.001;0.001;0;0;
74.2;1.130172;15.321;0.009;0.001;0.001;0;0;
74.4;1.13091;15.323;0.009;0.001;0.001;0;0;
74.6;1.132687;15.317;0.009;0.001;0.001;0;0;
74.8;1.134052;15.321;0.009;0.001;0.001;0;0;
75.0;1.134711;15.319;0.009;0.001;0.001;0;0;
75.2;1.134977;15.321;0.009;0.001;0.001;0;0;
75.4;1.134886;15.323;0.009;0.001;0.001;0;0;
75.6;1.134764;15.321;0.009;0.001;0.001;0;0;
75.8;1.135128;15.323;0.009;0.001;0.001;0;0;
